Date,AAPL,MSFT,GOOG,AMZN,TSLA
2023-02-09,148.77183532714844,98.23999786376953,94.8111801147461,257.9461364746094,207.32000732421875
2023-02-10,149.13723754882812,97.61000061035156,94.21525573730469,257.4373474121094,196.88999938964844
2023-02-13,151.94203186035156,99.54000091552734,94.35430908203125,265.4804382324219,194.63999938964844
2023-02-14,151.3000946044922,99.69999694824219,94.30464935302734,266.3122253417969,209.25
2023-02-15,153.40367126464844,101.16000366210938,96.44003295898438,264.1835632324219,214.24000549316406
2023-02-16,151.8037872314453,98.1500015258789,95.12899780273438,257.1502380371094,202.0399932861328
2023-02-17,150.65817260742188,97.19999694824219,93.94709014892578,253.13827514648438,208.30999755859375
2023-02-21,146.6386260986328,94.58000183105469,91.42436218261719,247.85108947753906,197.3699951171875
2023-02-22,147.06332397460938,95.79000091552734,91.17607879638672,246.71319580078125,200.86000061035156
2023-02-23,147.54722595214844,95.81999969482422,90.45101928710938,249.91102600097656,202.07000732421875
2023-02-24,144.8905792236328,93.5,88.74270629882812,244.4668731689453,196.8800048828125
2023-02-27,146.0855712890625,93.76000213623047,89.48760986328125,245.38894653320312,207.6300048828125
2023-02-28,145.5819091796875,94.2300033569336,89.6862564086914,244.66307067871094,205.7100067138672
2023-03-01,143.5079345703125,92.16999816894531,89.89482879638672,241.5731658935547,202.77000427246094
2023-03-02,144.10052490234375,92.12999725341797,91.6825942993164,246.3208465576172,190.89999389648438
2023-03-03,149.15701293945312,94.9000015258789,93.3809585571289,250.42111206054688,197.7899932861328
2023-03-06,151.9223175048828,93.75,94.93035888671875,251.97097778320312,193.80999755859375
2023-03-07,149.71995544433594,93.55000305175781,93.52995300292969,249.30284118652344,187.7100067138672
2023-03-08,150.97418212890625,93.91999816894531,94.0066909790039,248.86141967773438,182.0
2023-03-09,148.7224578857422,92.25,92.03022766113281,247.50778198242188,172.9199981689453
2023-03-10,146.65838623046875,90.7300033569336,90.39142608642578,243.848876953125,173.44000244140625
2023-03-13,148.60397338867188,92.43000030517578,91.03701782226562,249.0772705078125,174.47999572753906
2023-03-14,150.6976776123047,94.87999725341797,93.60941314697266,255.81622314453125,183.25999450683594
2023-03-15,151.09271240234375,96.19999694824219,95.89378356933594,260.3775329589844,180.4499969482422
2023-03-16,153.91725158691406,100.04000091552734,100.383056640625,270.93231201171875,184.1300048828125
2023-03-17,153.0777587890625,98.94999694824219,101.76359558105469,274.1007385253906,180.1300048828125
2023-03-20,155.447998046875,97.70999908447266,101.2372055053711,267.03802490234375,183.25
2023-03-21,157.30470275878906,100.61000061035156,105.1206283569336,268.5584716796875,197.5800018310547
2023-03-22,155.87266540527344,98.69999694824219,103.51163482666016,267.0968933105469,191.14999389648438
2023-03-23,156.95904541015625,98.70999908447266,105.53778076171875,272.364501953125,192.22000122070312
2023-03-24,158.26268005371094,98.12999725341797,105.3391342163086,275.2190246582031,190.41000366210938
2023-03-27,156.31710815429688,98.04000091552734,102.3595199584961,271.10888671875,191.80999755859375
2023-03-28,155.69491577148438,97.23999786376953,100.67108154296875,269.9808349609375,189.19000244140625
2023-03-29,158.7762451171875,100.25,101.20741271972656,275.16015625,193.8800048828125
2023-03-30,160.34649658203125,102.0,100.63136291503906,278.6325988769531,195.27999877929688
2023-03-31,162.85499572753906,103.29000091552734,103.29314422607422,282.80157470703125,207.4600067138672
2023-04-03,164.1092529296875,102.41000366210938,104.19696044921875,281.7520751953125,194.77000427246094
2023-04-04,163.57594299316406,103.94999694824219,104.40552520751953,281.70294189453125,192.5800018310547
2023-04-05,161.72914123535156,101.0999984741211,104.23668670654297,278.9170837402344,185.52000427246094
2023-04-06,162.6179962158203,102.05999755859375,108.15983581542969,286.0386657714844,185.05999755859375
2023-04-10,160.02061462402344,102.16999816894531,106.22309112548828,283.8707275390625,184.50999450683594
2023-04-11,158.80584716796875,99.91999816894531,105.39872741699219,277.43585205078125,186.7899932861328
2023-04-12,158.11453247070312,97.83000183105469,104.50485229492188,278.0832214355469,180.5399932861328
2023-04-13,163.50682067871094,102.4000015258789,107.45466613769531,284.3121643066406,185.89999389648438
2023-04-14,163.16119384765625,102.51000213623047,108.71603393554688,280.6827697753906,185.0
2023-04-17,163.180908203125,102.73999786376953,105.69668579101562,283.2920837402344,187.0399932861328
2023-04-18,164.40553283691406,102.30000305175781,104.40552520751953,282.8702087402344,184.30999755859375
2023-04-19,165.55113220214844,104.30000305175781,104.30619049072266,282.9486999511719,180.58999633789062
2023-04-20,164.58328247070312,103.80999755859375,105.18022155761719,280.6533203125,162.99000549316406
2023-04-21,162.9735107421875,106.95999908447266,105.19017028808594,280.3099670410156,165.0800018310547
2023-04-24,163.27969360351562,106.20999908447266,106.05423736572266,276.39605712890625,162.5500030517578
2023-04-25,161.73904418945312,102.56999969482422,103.89898681640625,270.1672668457031,160.6699981689453
2023-04-26,161.72914123535156,104.9800033569336,103.74007415771484,289.73675537109375,153.75
2023-04-27,166.32147216796875,109.81999969482422,107.6334457397461,299.0163269042969,160.19000244140625
2023-04-28,167.57571411132812,105.44999694824219,107.48445892333984,301.39996337890625,164.30999755859375
2023-05-01,167.48683166503906,102.05000305175781,106.97792053222656,299.7323913574219,161.8300018310547
2023-05-02,166.44984436035156,103.62999725341797,105.25968933105469,299.5852355957031,160.30999755859375
2023-05-03,165.3733673095703,103.6500015258789,105.39872741699219,298.5944519042969,160.61000061035156
2023-05-04,163.73394775390625,104.0,104.49491119384766,299.5852355957031,161.1999969482422
2023-05-05,171.41748046875,105.66000366210938,105.49308013916016,304.72528076171875,170.05999755859375
2023-05-08,171.3483428955078,105.83000183105469,107.50431823730469,302.7633972167969,171.7899932861328
2023-05-09,169.63980102539062,106.62000274658203,107.20637512207031,301.1448974609375,169.14999389648438
2023-05-10,171.40760803222656,110.19000244140625,111.5168685913086,306.3536376953125,168.5399932861328
2023-05-11,171.59524536132812,112.18000030517578,116.10545349121094,304.1955871582031,172.0800018310547
2023-05-12,170.66563415527344,110.26000213623047,117.11852264404297,303.07733154296875,167.97999572753906
2023-05-15,170.17112731933594,111.19999694824219,116.16505432128906,303.5579833984375,166.35000610351562
2023-05-16,170.17112731933594,113.4000015258789,119.27377319335938,305.79449462890625,166.52000427246094
2023-05-17,170.7843017578125,115.5,120.65433502197266,308.6846923828125,173.86000061035156
2023-05-18,173.11827087402344,118.1500015258789,122.68045806884766,313.12823486328125,176.88999938964844
2023-05-19,173.22708129882812,116.25,122.41230010986328,312.9512634277344,180.13999938964844
2023-05-22,172.27761840820312,115.01000213623047,125.01449584960938,315.7431945800781,188.8699951171875
2023-05-23,169.66676330566406,114.98999786376953,122.45204162597656,309.9234619140625,185.77000427246094
2023-05-24,169.9436798095703,116.75,120.81324768066406,308.53729248046875,182.89999389648438
2023-05-25,171.08099365234375,115.0,123.50482177734375,320.40301513671875,184.47000122070312
2023-05-26,173.49403381347656,120.11000061035156,124.57748413085938,327.2550048828125,193.1699981689453
2023-05-30,175.3434295654297,121.66000366210938,123.7928466796875,325.6033935546875,201.16000366210938
2023-05-31,175.29396057128906,120.58000183105469,122.53148651123047,322.8311767578125,203.92999267578125
2023-06-01,178.10263061523438,122.7699966430664,123.52468872070312,326.9501647949219,207.52000427246094
2023-06-02,178.95314025878906,124.25,124.37885284423828,329.7225036621094,213.97000122070312
2023-06-05,177.59823608398438,125.30000305175781,125.76931762695312,330.2533264160156,217.61000061035156
2023-06-06,177.2323455810547,126.61000061035156,127.04063415527344,328.0316162109375,221.30999755859375
2023-06-07,175.85768127441406,121.2300033569336,122.10440826416016,317.9059753417969,224.57000732421875
2023-06-08,178.57733154296875,124.25,121.83625030517578,319.754150390625,234.86000061035156
2023-06-09,178.96302795410156,123.43000030517578,122.03488159179688,321.2582702636719,244.39999389648438
2023-06-12,181.76177978515625,126.56999969482422,123.50482177734375,326.23260498046875,249.8300018310547
2023-06-13,181.28707885742188,126.66000366210938,123.58428192138672,328.6312255859375,258.7099914550781
2023-06-14,181.92005920410156,126.41999816894531,123.53462219238281,331.629638671875,256.7900085449219
2023-06-15,183.9573211669922,127.11000061035156,124.9350357055664,342.20751953125,255.89999389648438
2023-06-16,182.87930297851562,125.48999786376953,123.216796875,336.5351867675781,260.5400085449219
2023-06-20,182.9683380126953,125.77999877929688,123.00821685791016,332.3276062011719,274.45001220703125
2023-06-21,181.929931640625,124.83000183105469,120.43583679199219,327.9136657714844,259.4599914550781
2023-06-22,184.93637084960938,130.14999389648438,123.02808380126953,333.95947265625,264.6099853515625
2023-06-23,184.61990356445312,129.3300018310547,122.1838607788086,329.3489074707031,256.6000061035156
2023-06-26,183.22544860839844,127.33000183105469,118.28056335449219,323.03759765625,241.0500030517578
2023-06-27,185.98468017578125,129.17999267578125,118.20111846923828,328.90655517578125,250.2100067138672
2023-06-28,187.1615447998047,129.0399932861328,120.25704956054688,330.1648864746094,256.239990234375
2023-06-29,187.497802734375,127.9000015258789,119.19432067871094,329.37841796875,257.5
2023-06-30,191.8294677734375,130.36000061035156,120.1478042602539,334.77545166015625,261.7699890136719
2023-07-03,190.33615112304688,130.22000122070312,119.74058532714844,332.2686462402344,279.82000732421875
2023-07-05,189.2185821533203,130.3800048828125,121.7965087890625,332.42596435546875,282.4800109863281
2023-07-06,189.69329833984375,128.36000061035156,120.10806274414062,335.49310302734375,276.5400085449219
2023-07-07,188.57574462890625,129.77999877929688,119.32343292236328,331.5116882324219,274.42999267578125
2023-07-10,186.52862548828125,127.12999725341797,116.07566833496094,326.212890625,269.6099853515625
2023-07-11,186.0044708251953,128.77999877929688,116.90995788574219,326.8420715332031,269.7900085449219
2023-07-12,187.67581176757812,130.8000030517578,118.80697631835938,331.49200439453125,271.989990234375
2023-07-13,188.43731689453125,134.3000030517578,123.98155212402344,336.8595886230469,277.8999938964844
2023-07-14,188.5856475830078,134.67999267578125,124.84564971923828,339.39593505859375,281.3800048828125
2023-07-17,191.84922790527344,133.55999755859375,124.20999908447266,339.8776550292969,290.3800048828125
2023-07-18,191.5920867919922,132.8300018310547,123.23666381835938,353.4046630859375,293.3399963378906
2023-07-19,192.94700622558594,135.36000061035156,121.94548034667969,349.0693359375,291.260009765625
2023-07-20,190.99874877929688,129.9600067138672,118.71759033203125,340.998291015625,262.8999938964844
2023-07-21,189.8218994140625,130.0,119.49227905273438,337.9507751464844,260.0199890136719
2023-07-24,190.62294006347656,128.8000030517578,121.05160522460938,339.2680969238281,269.05999755859375
2023-07-25,191.48333740234375,129.1300048828125,121.95543670654297,345.0387268066406,265.2799987792969
2023-07-26,192.35360717773438,128.14999389648438,128.7787322998047,332.0523681640625,264.3500061035156
2023-07-27,191.0877227783203,128.25,128.9873046875,325.1216735839844,255.7100067138672
2023-07-28,193.66893005371094,132.2100067138672,132.10595703125,332.6421813964844,266.44000244140625
2023-07-31,194.2821044921875,133.67999267578125,132.20529174804688,330.2336730957031,267.42999267578125
2023-08-01,193.4513702392578,131.69000244140625,130.9935760498047,330.6465759277344,261.07000732421875
2023-08-02,190.4547882080078,128.2100067138672,127.76566314697266,321.9562072753906,254.11000061035156
2023-08-03,189.06036376953125,128.91000366210938,127.89478302001953,321.1304626464844,259.32000732421875
2023-08-04,179.981689453125,139.57000732421875,127.66633605957031,322.2314453125,253.86000061035156
2023-08-07,176.87631225585938,142.22000122070312,131.04322814941406,324.52203369140625,251.4499969482422
2023-08-08,177.81582641601562,139.94000244140625,130.9439239501953,320.53076171875,249.6999969482422
2023-08-09,176.2235870361328,137.85000610351562,129.26539611816406,316.7754211425781,242.19000244140625
2023-08-10,176.00604248046875,138.55999755859375,129.3249969482422,317.4635925292969,245.33999633789062
2023-08-11,176.06546020507812,138.41000366210938,129.28526306152344,315.57611083984375,242.64999389648438
2023-08-14,177.71926879882812,140.57000732421875,130.9340057373047,318.5547790527344,239.75999450683594
2023-08-15,175.72874450683594,137.6699981689453,129.3845977783203,316.41168212890625,232.9600067138672
2023-08-16,174.8572998046875,135.07000732421875,128.23248291015625,315.6432800292969,225.60000610351562
2023-08-17,172.31219482421875,133.97999572753906,129.57330322265625,312.1755676269531,219.22000122070312
2023-08-18,172.79747009277344,133.22000122070312,127.23927307128906,311.781494140625,215.49000549316406
2023-08-21,174.1343536376953,134.67999267578125,128.05369567871094,317.1012878417969,231.27999877929688
2023-08-22,175.51084899902344,134.25,128.8085174560547,317.67266845703125,233.19000244140625
2023-08-23,179.36314392089844,135.52000427246094,132.30459594726562,322.1452941894531,236.86000061035156
2023-08-24,174.66912841796875,131.83999633789062,129.5335693359375,315.21966552734375,230.0399932861328
2023-08-25,176.87750244140625,133.25999450683594,129.80174255371094,318.18499755859375,238.58999633789062
2023-08-28,178.44216918945312,133.13999938964844,130.89427185058594,318.894287109375,238.82000732421875
2023-08-29,182.33404541015625,134.91000366210938,134.56910705566406,323.5343322753906,257.17999267578125
2023-08-30,185.82981872558594,135.07000732421875,135.9993133544922,323.90869140625,256.8999938964844
2023-08-31,186.04766845703125,138.00999450683594,136.41647338867188,322.8940124511719,258.0799865722656
2023-09-01,187.6222686767578,138.1199951171875,135.8701934814453,323.78070068359375,245.00999450683594
2023-09-05,187.8599090576172,137.27000427246094,135.7808380126953,328.5979919433594,256.489990234375
2023-09-06,181.13575744628906,135.36000061035156,134.4499053955078,327.93798828125,251.9199981689453
2023-09-07,175.83767700195312,137.85000610351562,135.27427673339844,325.0120849609375,251.49000549316406
2023-09-08,176.45166015625,138.22999572753906,136.26748657226562,329.3073425292969,248.5
2023-09-11,177.62022399902344,143.10000610351562,136.8038330078125,332.9228820800781,273.5799865722656
2023-09-12,174.58990478515625,141.22999572753906,135.1451873779297,326.8444519042969,267.4800109863281
2023-09-13,172.5201873779297,144.85000610351562,136.56546020507812,331.0707702636719,271.29998779296875
2023-09-14,174.03533935546875,144.72000122070312,138.0453338623047,333.6716003417969,276.0400085449219
2023-09-15,173.3124237060547,140.38999938964844,137.36000061035156,325.3175048828125,274.3900146484375
2023-09-18,176.2436981201172,139.97999572753906,138.01551818847656,324.1746826171875,265.2799987792969
2023-09-19,177.33303833007812,137.6300048828125,137.88641357421875,323.770751953125,266.5
2023-09-20,173.7877655029297,135.2899932861328,133.6752166748047,316.0077819824219,262.5899963378906
2023-09-21,172.24288940429688,129.3300018310547,130.46717834472656,314.7861633300781,255.6999969482422
2023-09-22,173.0945281982422,129.1199951171875,130.35792541503906,312.3036193847656,244.8800048828125
2023-09-25,174.3720245361328,131.27000427246094,131.27166748046875,312.82574462890625,246.99000549316406
2023-09-26,170.2919921875,125.9800033569336,128.57015991210938,307.5058898925781,244.1199951171875
2023-09-27,168.77682495117188,125.9800033569336,130.56649780273438,308.146240234375,240.5
2023-09-28,169.03431701660156,125.9800033569336,132.22515869140625,308.983642578125,246.3800048828125
2023-09-29,169.54928588867188,127.12000274658203,130.95384216308594,311.06231689453125,250.22000122070312
2023-10-02,172.06463623046875,129.4600067138672,134.25128173828125,317.0224609375,251.60000610351562
2023-10-03,170.72775268554688,124.72000122070312,132.3939666748047,308.7373352050781,246.52999877929688
2023-10-04,171.97549438476562,127.0,135.3437957763672,314.224609375,261.1600036621094
2023-10-05,173.21340942382812,125.95999908447266,135.06570434570312,314.6186828613281,260.04998779296875
2023-10-06,175.7683563232422,127.95999908447266,137.7870635986328,322.4014587402344,260.5299987792969
2023-10-09,177.25381469726562,128.25999450683594,138.55184936523438,324.92340087890625,259.6700134277344
2023-10-10,176.65963745117188,129.47999572753906,138.25387573242188,323.5146484375,263.6199951171875
2023-10-11,178.0559539794922,131.8300018310547,140.7368927001953,327.4848327636719,262.989990234375
2023-10-12,178.95713806152344,132.3300018310547,139.33645629882812,326.2434997558594,258.8699951171875
2023-10-13,177.1151580810547,129.7899932861328,137.6381072998047,322.86444091796875,251.1199951171875
2023-10-16,176.98643493652344,132.5500030517578,139.5351104736328,327.7015686035156,253.9199981689453
2023-10-17,175.43162536621094,131.47000122070312,140.03172302246094,327.1301574707031,254.85000610351562
2023-10-18,174.1343536376953,128.1300048828125,138.3333282470703,325.2090759277344,242.67999267578125
2023-10-19,173.75804138183594,128.39999389648438,138.035400390625,326.4012145996094,220.11000061035156
2023-10-20,171.20306396484375,125.16999816894531,135.81060791015625,321.8202209472656,211.99000549316406
2023-10-23,171.3218994140625,126.55999755859375,136.96270751953125,324.43084716796875,212.0800018310547
2023-10-24,171.75765991210938,128.55999755859375,139.16763305664062,325.6228942871094,216.52000427246094
2023-10-25,169.4403533935547,121.38999938964844,125.80905151367188,335.6123352050781,212.4199981689453
2023-10-26,165.27117919921875,119.56999969482422,122.60100555419922,323.0221252441406,205.75999450683594
2023-10-27,166.58827209472656,127.73999786376953,122.561279296875,324.9136047363281,207.3000030517578
2023-10-30,168.63818359375,132.7100067138672,124.89529418945312,332.30224609375,197.36000061035156
2023-10-31,169.113525390625,133.08999633789062,124.44837188720703,333.09033203125,200.83999633789062
2023-11-01,172.2825164794922,137.0,126.70294189453125,340.9321594238281,205.66000366210938
2023-11-02,175.8475799560547,138.07000732421875,127.70606994628906,343.1487731933594,218.50999450683594
2023-11-03,174.93650817871094,138.60000610351562,129.48388671875,347.5622863769531,219.9600067138672
2023-11-06,177.49148559570312,139.74000549316406,130.5565643310547,351.2369079589844,219.27000427246094
2023-11-07,180.05638122558594,142.7100067138672,131.50009155273438,355.1774597167969,222.17999267578125
2023-11-08,181.11598205566406,142.0800018310547,132.354248046875,357.807861328125,222.11000061035156
2023-11-09,180.64064025878906,140.60000610351562,130.79495239257812,355.3351745605469,209.97999572753906
2023-11-10,184.8351287841797,143.55999755859375,133.14883422851562,364.18182373046875,214.64999389648438
2023-11-13,183.24856567382812,142.58999633789062,132.73167419433594,361.2361755371094,223.7100067138672
2023-11-14,185.86639404296875,145.8000030517578,134.509521484375,364.77288818359375,237.41000366210938
2023-11-15,186.43161010742188,143.1999969482422,135.45306396484375,364.9209899902344,242.83999633789062
2023-11-16,188.11734008789062,142.8300018310547,137.75729370117188,371.3374938964844,233.58999633789062
2023-11-17,188.09751892089844,145.17999267578125,136.00924682617188,365.09869384765625,234.3000030517578
2023-11-20,189.84271240234375,146.1300048828125,136.98260498046875,372.59112548828125,235.60000610351562
2023-11-21,189.03952026367188,143.89999389648438,137.67782592773438,368.27728271484375,241.1999969482422
2023-11-22,189.7039031982422,146.7100067138672,139.06829833984375,372.99591064453125,234.2100067138672
2023-11-24,188.37515258789062,146.74000549316406,137.28054809570312,372.581298828125,235.4499969482422
2023-11-27,188.19664001464844,147.72999572753906,137.11172485351562,373.74609375,236.0800018310547
2023-11-28,188.80154418945312,147.02999877929688,137.67782592773438,377.7836608886719,246.72000122070312
2023-11-29,187.78018188476562,146.32000732421875,135.47293090820312,373.9830017089844,244.13999938964844
2023-11-30,188.35533142089844,146.08999633789062,133.009765625,374.0422668457031,240.0800018310547
2023-12-01,189.63449096679688,147.02999877929688,132.41387939453125,369.69879150390625,238.8300018310547
2023-12-04,187.8396759033203,144.83999633789062,129.74215698242188,364.3977966308594,235.5800018310547
2023-12-05,191.7961883544922,146.8800048828125,131.4901885986328,367.734375,238.72000122070312
2023-12-06,190.7054443359375,144.52000427246094,130.5366973876953,364.0621337890625,239.3699951171875
2023-12-07,192.6390380859375,146.8800048828125,137.50897216796875,366.18450927734375,242.63999938964844
2023-12-08,194.06698608398438,147.4199981689453,135.7113037109375,369.4223937988281,243.83999633789062
2023-12-11,191.5581817626953,145.88999938964844,133.78445434570312,366.530029296875,239.74000549316406
2023-12-12,193.07537841796875,147.47999572753906,132.73167419433594,369.5704650878906,237.00999450683594
2023-12-13,196.29808044433594,148.83999633789062,133.0594482421875,369.5605773925781,239.2899932861328
2023-12-14,196.44679260253906,147.4199981689453,132.294677734375,361.22900390625,251.0500030517578
2023-12-15,195.91134643554688,149.97000122070312,132.93031311035156,365.9673767089844,253.5
2023-12-18,194.24545288085938,154.07000732421875,136.25755310058594,367.8626708984375,252.0800018310547
2023-12-19,195.28663635253906,153.7899932861328,137.161376953125,368.4648742675781,257.2200012207031
2023-12-20,193.19436645507812,152.1199951171875,138.71075439453125,365.8587341308594,247.13999938964844
2023-12-21,193.0456085205078,153.83999633789062,140.8362274169922,368.7413024902344,254.5
2023-12-22,191.9746856689453,153.4199981689453,141.74998474121094,369.7678527832031,252.5399932861328
2023-12-26,191.42930603027344,153.41000366210938,141.8492889404297,369.84686279296875,256.6099853515625
2023-12-27,191.5284423828125,153.33999633789062,140.4786834716797,369.26446533203125,261.44000244140625
2023-12-28,191.95484924316406,153.3800048828125,140.3197784423828,370.4588623046875,253.17999267578125
2023-12-29,190.91366577148438,151.94000244140625,139.97213745117188,371.2091064453125,248.47999572753906
2024-01-02,184.08151245117188,149.92999267578125,138.61143493652344,366.1055603027344,248.4199981689453
2024-01-03,182.70315551757812,148.47000122070312,139.406005859375,365.83905029296875,238.4499969482422
2024-01-04,180.38284301757812,144.57000732421875,137.1017608642578,363.21319580078125,237.92999267578125
2024-01-05,179.65892028808594,145.24000549316406,136.45619201660156,363.025634765625,237.49000549316406
2024-01-08,184.00216674804688,149.10000610351562,139.5748291015625,369.8764953613281,240.4499969482422
2024-01-09,183.585693359375,151.3699951171875,141.59103393554688,370.96234130859375,234.9600067138672
2024-01-10,184.6268768310547,153.72999572753906,142.8226318359375,377.8526611328125,233.94000244140625
2024-01-11,184.03192138671875,155.17999267578125,142.69351196289062,379.68878173828125,227.22000122070312
2024-01-12,184.35914611816406,154.6199951171875,143.25962829589844,383.4794616699219,218.88999938964844
2024-01-16,182.08837890625,153.16000366210938,143.10072326660156,385.2563171386719,219.91000366210938
2024-01-17,181.14634704589844,151.7100067138672,141.91880798339844,384.46661376953125,215.5500030517578
2024-01-18,187.04641723632812,153.5,144.00454711914062,388.8100891113281,211.8800048828125
2024-01-19,189.9517822265625,155.33999633789062,146.96429443359375,393.54840087890625,212.19000244140625
2024-01-22,192.26223754882812,154.77999877929688,146.7060546875,391.41619873046875,208.8000030517578
2024-01-23,193.54141235351562,156.02000427246094,147.66944885253906,393.77545166015625,209.13999938964844
2024-01-24,192.8671112060547,156.8699951171875,149.328125,397.3884582519531,207.8300018310547
2024-01-25,192.53990173339844,157.75,152.59576416015625,399.6687927246094,182.6300048828125
2024-01-26,190.80458068847656,159.1199951171875,152.74473571777344,398.7408752441406,183.25
2024-01-29,190.12037658691406,161.25999450683594,153.78761291503906,404.45648193359375,190.92999267578125
2024-01-30,186.4613494873047,159.0,152.00978088378906,403.34100341796875,191.58999633789062
2024-01-31,182.85191345214844,155.1999969482422,140.8362274169922,392.472412109375,187.2899932861328
2024-02-01,185.291259765625,159.27999877929688,141.7400360107422,398.5928039550781,188.86000061035156
2024-02-02,184.2897186279297,171.80999755859375,142.56439208984375,405.9371643066406,187.91000366210938
2024-02-05,186.1043701171875,170.30999755859375,143.9449462890625,400.4387512207031,181.05999755859375
2024-02-06,187.71078491210938,169.14999389648438,144.4216766357422,400.28076171875,185.10000610351562
2024-02-07,187.81985473632812,170.52999877929688,145.68307495117188,408.7308044433594,187.5800018310547
2024-02-08,186.739013671875,169.83999633789062,146.21939086914062,408.7900390625,189.55999755859375
2024-02-09,187.50352478027344,174.4499969482422,149.19898986816406,415.1473083496094,193.57000732421875
2024-02-12,185.8156280517578,172.33999633789062,147.71910095214844,409.92529296875,188.1300048828125
2024-02-13,183.72067260742188,168.63999938964844,145.3751678466797,401.10015869140625,184.02000427246094
2024-02-14,182.83700561523438,170.97999572753906,146.1399383544922,404.9769287109375,188.7100067138672
2024-02-15,182.54910278320312,169.8000030517578,142.96168518066406,402.0792236328125,200.4499969482422
2024-02-16,181.0101318359375,169.50999450683594,140.79649353027344,399.6068115234375,199.9499969482422
2024-02-20,180.26548767089844,167.0800018310547,141.2334747314453,398.35076904296875,193.75999450683594
2024-02-21,181.0200653076172,168.58999633789062,142.8623504638672,397.7474670410156,194.77000427246094
2024-02-22,183.05543518066406,174.5800018310547,144.33230590820312,407.1131286621094,197.41000366210938
2024-02-23,181.21865844726562,174.99000549316406,144.302490234375,405.81756591796875,191.97000122070312
2024-02-26,179.86834716796875,174.72999572753906,137.80697631835938,403.0484619140625,199.39999389648438
2024-02-27,181.32786560058594,173.5399932861328,139.14776611328125,402.9891052246094,199.72999572753906
2024-02-28,180.12649536132812,173.16000366210938,136.4959259033203,403.2264404296875,202.0399932861328
2024-02-29,179.4612579345703,176.75999450683594,138.82994079589844,409.08123779296875,201.8800048828125
2024-03-01,178.3790283203125,178.22000122070312,137.14151000976562,410.9206848144531,202.63999938964844
2024-03-04,173.8515625,177.5800018310547,133.28787231445312,410.34710693359375,188.13999938964844
2024-03-05,168.90704345703125,174.1199951171875,132.87074279785156,398.21234130859375,180.74000549316406
2024-03-06,167.9141845703125,173.50999450683594,131.6590118408203,397.6584777832031,176.5399932861328
2024-03-07,167.7950439453125,176.82000732421875,134.32081604003906,404.63079833984375,178.64999389648438
2024-03-08,169.51271057128906,175.35000610351562,135.36366271972656,401.74298095703125,175.33999633789062
2024-03-11,171.518310546875,171.9600067138672,137.9956817626953,400.0617370605469,177.77000427246094
2024-03-12,171.99488830566406,175.38999938964844,138.67103576660156,410.703125,177.5399932861328
2024-03-13,169.90985107421875,176.55999755859375,139.81321716308594,410.5251159667969,169.47999572753906
2024-03-14,171.7665252685547,178.75,143.3589630126953,420.5335998535156,162.5
